TransactionID,EquipmentID,CustomerID,StartDate,EndDate,RentalDays,DailyRate,BaseRevenue,ActualRevenue,Status,load_timestamp,source_file,pipeline_run_id,quarantined,quarantine_reason
TXN01078,EQ002,CUST004,2024-10-13,2024-11-03,21.0,850,17850,13655.25,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01059,TXN01078"
TXN01105,EQ002,CUST009,2024-11-05,2024-11-10,5.0,850,4250,4250.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01172,EQ002,CUST008,2024-12-14,2025-01-04,21.0,850,17850,16065.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01159,EQ002,CUST001,2024-12-16,2024-12-21,5.0,850,4250,4187.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01172,TXN01159"
TXN01217,EQ002,CUST007,2025-01-24,2025-01-29,5.0,850,4250,4250.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01039,EQ003,CUST011,2024-09-13,2024-10-11,28.0,720,20160,18144.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01039,TXN01023"
TXN01023,EQ003,CUST002,2024-09-27,2024-10-18,21.0,720,15120,13608.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01039,TXN01023"
TXN01090,EQ003,CUST010,2024-10-21,,,720,10080,8768.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01090,TXN01107"
TXN01107,EQ003,CUST007,2024-11-19,2024-11-26,7.0,720,5040,4988.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01090,TXN01107"
TXN01173,EQ003,CUST015,2024-12-20,2024-12-22,2.0,720,1440,1640.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01158,EQ003,CUST011,2024-12-23,2025-01-13,21.0,720,15120,14364.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01158,TXN01151"
TXN01151,EQ003,CUST015,2024-12-24,2024-12-29,5.0,720,3600,3750.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01158,TXN01151"
TXN01194,EQ003,CUST014,2025-01-14,2025-01-19,5.0,720,3600,3600.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01194,TXN01223"
TXN01223,EQ003,CUST015,2025-01-15,2025-01-18,3.0,720,2160,2160.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01194,TXN01223"
TXN01227,EQ003,CUST001,2025-01-27,2025-02-01,5.0,720,3600,3600.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01227,TXN01204"
TXN01204,EQ003,CUST011,2025-01-28,2025-02-25,28.0,720,20160,18144.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01227,TXN01204"
TXN01032,EQ004,CUST004,2024-09-18,2024-09-21,3.0,720,2160,2310.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01071,EQ004,CUST013,2024-10-06,2024-10-13,7.0,720,5040,5190.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01060,EQ004,CUST007,2024-10-07,2024-11-04,28.0,720,20160,19402.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01060,TXN01072"
TXN01072,EQ004,CUST008,2024-10-15,,,720,2160,2160.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01072,TXN01093"
TXN01093,EQ004,CUST007,2024-10-21,2024-11-20,30.0,720,21600,21600.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01093,TXN01135"
TXN01135,EQ004,CUST014,2024-11-04,2024-11-25,21.0,720,15120,15270.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01093,TXN01135"
TXN01157,EQ004,CUST011,2024-12-01,2024-12-06,5.0,720,3600,3600.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01157,TXN01164"
TXN01164,EQ004,CUST014,2024-12-03,2024-12-24,21.0,720,15120,12852.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01164,TXN01168"
TXN01168,EQ004,CUST011,2024-12-05,2025-01-02,28.0,720,20160,18144.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01168,TXN01182"
TXN01182,EQ004,CUST006,2024-12-12,2025-01-02,21.0,720,15120,13608.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01182,TXN01178"
TXN01178,EQ004,CUST012,2024-12-26,2025-01-16,21.0,720,15120,12852.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01178,TXN01175"
TXN01175,EQ004,CUST013,2024-12-28,2025-01-11,14.0,720,10080,8568.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01195,EQ004,CUST007,2025-01-11,2025-01-12,1.0,720,720,720.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01195,TXN01225"
TXN01225,EQ004,CUST014,2025-01-11,2025-01-25,14.0,720,10080,8768.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01192,EQ004,CUST001,2025-01-14,2025-01-21,7.0,720,5040,5190.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01225,TXN01192"
TXN01024,EQ005,CUST003,2024-09-18,2024-10-02,14.0,550,7700,6795.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01024,TXN01029"
TXN01029,EQ005,CUST012,2024-09-19,2024-10-17,28.0,550,15400,15650.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01029,TXN01015"
TXN01015,EQ005,CUST009,2024-09-25,2024-10-02,7.0,550,3850,3657.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01029,TXN01015"
TXN01046,EQ005,CUST005,2024-10-04,2024-10-06,2.0,550,1100,1062.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01082,EQ005,CUST010,2024-10-13,2024-10-20,7.0,550,3850,3321.38,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01082,TXN01077"
TXN01077,EQ005,CUST012,2024-10-14,2024-10-17,3.0,550,1650,1650.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01082,TXN01077"
TXN01051,EQ005,CUST001,2024-10-29,2024-11-03,5.0,550,2750,2612.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01127,EQ005,CUST008,2024-11-10,2024-12-08,28.0,550,15400,14630.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01202,EQ005,CUST008,2025-01-15,2025-01-17,2.0,550,1100,1100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01211,EQ005,CUST015,2025-01-21,2025-01-26,5.0,550,2750,2750.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01016,EQ006,CUST013,2024-09-20,2024-10-04,14.0,480,6720,6048.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01016,TXN01044"
TXN01044,EQ006,CUST008,2024-09-23,2024-10-14,21.0,480,10080,9576.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01016,TXN01044"
TXN01074,EQ006,CUST012,2024-10-15,2024-11-12,28.0,480,13440,12768.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01074,TXN01111"
TXN01111,EQ006,CUST009,2024-11-01,2024-11-03,2.0,480,960,960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01074,TXN01111"
TXN01185,EQ006,CUST014,2025-01-22,2025-01-25,3.0,480,1440,1440.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01185,TXN01236"
TXN01236,EQ006,CUST013,2025-01-23,2025-01-26,3.0,480,1440,1590.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01185,TXN01236"
TXN01043,EQ007,CUST009,2024-09-12,2024-09-17,5.0,480,2400,2280.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01043,TXN01030"
TXN01030,EQ007,CUST002,2024-09-14,2024-09-16,2.0,480,960,960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01043,TXN01030"
TXN01047,EQ007,CUST011,2024-10-09,2024-10-23,14.0,480,6720,6720.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01104,EQ007,CUST005,2024-11-06,2024-11-09,3.0,480,1440,1590.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01124,EQ007,CUST005,2024-11-10,2024-11-17,7.0,480,3360,3360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01124,TXN01097"
TXN01097,EQ007,CUST006,2024-11-11,2024-12-02,21.0,480,10080,9576.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01097,TXN01132"
TXN01132,EQ007,CUST012,2024-11-13,2024-11-18,5.0,480,2400,2400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01132,TXN01238"
TXN01238,EQ007,CUST012,2024-11-15,2024-11-20,5.0,480,2400,2400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01132,TXN01238"
TXN01237,EQ007,CUST015,2025-01-10,2025-01-11,1.0,480,480,480.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01191,EQ007,CUST005,2025-01-25,2025-02-22,28.0,480,13440,11424.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01033,EQ008,CUST014,2024-09-15,2024-10-13,28.0,480,13440,12096.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01033,TXN01068"
TXN01068,EQ008,CUST013,2024-10-01,2024-10-04,3.0,480,1440,1618.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01068,TXN01239"
TXN01239,EQ008,CUST013,2024-10-03,2024-10-06,3.0,480,1440,1618.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01239,TXN01087"
TXN01087,EQ008,CUST003,2024-10-04,2024-10-11,7.0,480,3360,3360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01087,TXN01056"
TXN01056,EQ008,CUST004,2024-10-07,,,480,480,480.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01056,TXN01052"
TXN01052,EQ008,CUST011,2024-10-25,2024-10-27,2.0,480,960,960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01052,TXN01053"
TXN01053,EQ008,CUST014,2024-10-26,2024-10-29,3.0,480,1440,1440.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01052,TXN01053"
TXN01076,EQ008,CUST005,2024-10-29,2024-11-03,5.0,480,2400,2430.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01108,EQ008,CUST002,2024-11-14,2024-11-21,7.0,480,3360,3360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01108,TXN01243"
TXN01243,EQ008,CUST002,2024-11-16,2024-11-23,7.0,480,3360,3360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01243,TXN01141"
TXN01141,EQ008,CUST009,2024-11-22,2024-11-29,7.0,480,3360,3360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01243,TXN01141"
TXN01234,EQ008,CUST012,2025-01-04,2025-01-18,14.0,480,6720,6584.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01231,EQ008,CUST010,2025-01-22,2025-01-29,7.0,480,3360,3192.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01005,EQ009,CUST013,2024-09-15,2024-09-16,1.0,280,280,266.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01009,EQ009,CUST012,2024-09-21,2024-10-19,28.0,280,7840,7056.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01009,TXN01075"
TXN01075,EQ009,CUST013,2024-10-16,2024-11-06,21.0,280,5880,6497.4,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01075,TXN01049"
TXN01049,EQ009,CUST003,2024-10-18,2024-11-08,21.0,280,5880,5880.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01049,TXN01098"
TXN01098,EQ009,CUST009,2024-11-07,2024-11-08,1.0,280,280,516.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01049,TXN01098"
TXN01119,EQ009,CUST003,2024-11-14,2024-12-14,30.0,280,8400,8400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01119,TXN01129"
TXN01129,EQ009,CUST013,2024-11-14,2024-12-05,21.0,280,5880,5586.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01129,TXN01116"
TXN01116,EQ009,CUST009,2024-11-15,2024-11-22,7.0,280,1960,1862.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01147,EQ009,CUST001,2024-12-22,2024-12-29,7.0,280,1960,1862.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01188,EQ009,CUST008,2025-01-16,2025-01-30,14.0,280,3920,3920.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01188,TXN01221"
TXN01221,EQ009,CUST001,2025-01-28,2025-02-11,14.0,280,3920,3724.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01188,TXN01221"
TXN01036,EQ010,CUST007,2024-09-24,2024-10-08,14.0,280,3920,4120.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01089,EQ010,CUST002,2024-10-10,2024-10-17,7.0,280,1960,1960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01089,TXN01063"
TXN01063,EQ010,CUST011,2024-10-13,2024-10-20,7.0,280,1960,1960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01089,TXN01063"
TXN01100,EQ010,CUST004,2024-11-08,2024-11-15,7.0,280,1960,1960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01112,EQ010,CUST001,2024-11-23,2024-11-28,5.0,280,1400,1400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01112,TXN01102"
TXN01102,EQ010,CUST005,2024-11-24,2024-11-29,5.0,280,1400,1400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01102,TXN01121"
TXN01121,EQ010,CUST011,2024-11-27,2024-12-25,28.0,280,7840,7056.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01121,TXN01148"
TXN01148,EQ010,CUST013,2024-12-20,2025-01-10,21.0,280,5880,5736.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01148,TXN01153"
TXN01153,EQ010,CUST012,2024-12-26,2025-01-23,28.0,280,7840,7056.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01153,TXN01145"
TXN01145,EQ010,CUST004,2024-12-28,2025-01-27,30.0,280,8400,8650.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01145,TXN01214"
TXN01214,EQ010,CUST003,2025-01-11,2025-02-10,30.0,280,8400,8550.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01214,TXN01215"
TXN01215,EQ010,CUST014,2025-01-17,2025-02-07,21.0,280,5880,5292.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01041,EQ011,CUST015,2024-09-22,2024-09-27,5.0,350,1750,2000.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01058,EQ011,CUST001,2024-10-09,2024-10-11,2.0,350,700,700.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01122,EQ011,CUST002,2024-11-13,2024-12-13,30.0,350,10500,9450.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01122,TXN01133"
TXN01133,EQ011,CUST012,2024-11-26,2024-12-03,7.0,350,2450,2450.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01122,TXN01133"
TXN01177,EQ011,CUST011,2024-12-05,2024-12-10,5.0,350,1750,1750.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01207,EQ011,CUST012,2025-01-21,2025-01-23,2.0,350,700,950.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01026,EQ012,CUST008,2024-09-15,2024-10-13,28.0,350,9800,7497.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01026,TXN01022"
TXN01022,EQ012,CUST015,2024-09-26,2024-10-26,30.0,350,10500,10125.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01092,EQ012,CUST002,2024-10-11,2024-10-18,7.0,350,2450,2327.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01022,TXN01092"
TXN01088,EQ012,CUST003,2024-10-24,2024-11-07,14.0,350,4900,4410.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01155,EQ012,CUST002,2024-12-01,2024-12-22,21.0,350,7350,6982.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01155,TXN01181"
TXN01181,EQ012,CUST002,2024-12-07,2024-12-14,7.0,350,2450,2450.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01181,TXN01152"
TXN01152,EQ012,CUST009,2024-12-09,2024-12-16,7.0,350,2450,2700.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01181,TXN01152"
TXN01160,EQ012,CUST011,2024-12-23,2025-01-20,28.0,350,9800,9800.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01160,TXN01203"
TXN01203,EQ012,CUST009,2025-01-15,2025-01-17,2.0,350,700,900.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01160,TXN01203"
TXN01012,EQ013,CUST005,2024-09-19,2024-09-21,2.0,220,440,690.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01008,EQ013,CUST005,2024-09-27,2024-10-04,7.0,220,1540,1740.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01079,EQ013,CUST008,2024-10-12,,,220,220,220.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01079,TXN01070"
TXN01070,EQ013,CUST004,2024-10-23,2024-10-26,3.0,220,660,627.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01084,EQ013,CUST005,2024-10-27,2024-11-17,21.0,220,4620,4620.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01084,TXN01142"
